202271001	1	7	2022	0	0	0.5	1.5	42
202271011	1	7	2022	0	1	0.0	1.0	44
202271021	1	7	2022	0	2	0.0	0.0	44
202271031	1	7	2022	0	3	0.0	0.5	44
202271041	1	7	2022	0	4	0.0	0.0	44
202271051	1	7	2022	0	5	0.0	0.5	44
202271061	1	7	2022	0	6	0.5	1.0	44
202271071	1	7	2022	0	7	0.0	0.0	44
202271081	1	7	2022	0	8	0.0	0.0	44
202271091	1	7	2022	0	9	0.0	0.0	44
2022710101	1	7	2022	0	10	0.0	0.0	44
2022710111	1	7	2022	0	11	0.0	0.5	44
2022710121	1	7	2022	0	12	0.0	0.0	44
2022710131	1	7	2022	0	13	0.0	0.0	44
2022710141	1	7	2022	0	14	0.0	0.5	44
2022710151	1	7	2022	0	15	0.0	0.5	44
2022710161	1	7	2022	0	16	0.0	0.0	44
2022710171	1	7	2022	0	17	0.0	0.5	38
2022710181	1	7	2022	0	18	0.5	1.5	38
2022710191	1	7	2022	0	19	0.0	1.0	39
2022710201	1	7	2022	0	20	0.0	0.0	39
2022710211	1	7	2022	0	21	0.0	1.0	39
2022710221	1	7	2022	0	22	0.0	1.0	48
2022710231	1	7	2022	0	23	0.0	0.5	53
2022710241	1	7	2022	0	24	0.0	1.0	44
2022710251	1	7	2022	0	25	0.0	0.0	32
2022710261	1	7	2022	0	26	0.0	0.5	32
2022710271	1	7	2022	0	27	0.0	0.5	32
2022710281	1	7	2022	0	28	0.0	0.0	32
2022710291	1	7	2022	0	29	0.0	1.5	32
2022710301	1	7	2022	0	30	0.5	1.0	32
2022710311	1	7	2022	0	31	0.0	1.0	32
2022710321	1	7	2022	0	32	0.0	1.0	32
2022710331	1	7	2022	0	33	0.0	1.0	32
2022710341	1	7	2022	0	34	0.0	0.5	32
2022710351	1	7	2022	0	35	0.0	0.0	32
2022710361	1	7	2022	0	36	0.0	0.5	32
2022710371	1	7	2022	0	37	0.0	0.0	32
2022710381	1	7	2022	0	38	0.0	0.5	32
2022710391	1	7	2022	0	39	0.0	0.0	32
2022710401	1	7	2022	0	40	0.0	0.0	32
2022710411	1	7	2022	0	41	0.0	0.0	32
2022710421	1	7	2022	0	42	0.0	0.0	32
2022710431	1	7	2022	0	43	0.0	0.0	32
2022710441	1	7	2022	0	44	0.0	0.0	32
2022710451	1	7	2022	0	45	0.0	0.5	32
2022710461	1	7	2022	0	46	0.0	0.5	32
2022710471	1	7	2022	0	47	0.0	0.0	32
2022710481	1	7	2022	0	48	0.0	0.5	32
2022710491	1	7	2022	0	49	0.0	0.5	32
